,bid,footprint_area,PV_cap_MW,number_of_cars,car_demand_daily_per_car_MW,car_demand_daily_total_MW,charging_station_power_MW,charging_station_power_total_MW,,use,free_walls,lat,lon,dist_to_heat_source,year_class,size_class,floors,storey_area,area_corr_factor,heated_area,window_area,dwellings,dwelling_size,occupants,ref_level_roof,ref_level_wall,ref_level_floor,ref_level_window,U,V,C,Tau,Tset,act_start,act_end,hw_demand_day,hw_tank_cap
147,45.539.999.999.999.900,455.4,26,0.00515,0.1339,0.011,0.286,,3,4,48.195.999.999.999.900,11.525,0,5,3,6,27.324.200.000.000.000,0.84,22.952.399.999.999.900,38.607.999.999.999.900,13,176.56,51,1,2,1,1,18.476.600.000.000.000,195.09,34.564.625.760.000.000,16.920.557.999.999.900,21,0,23,0.81,Jan 22,
148,900,900,63,0.00515,0.32445,0.011,0.693,,3,4,48.209.000.000.000.000,11.555,0,5,3,6,5400,0.84,4536,763,25,181.44,125,1,1,1,1,62.458.199.999.999.900,385.56,683089680,10.300.867.999.999.900,18,0,23,38.599.999.999.999.900,57.999.999.999.999.900,
149,42.660.000.000.000.000,426.6,20,0.00515,0.103,0.011,0.22,,3,4,48.209.000.000.000.000,11.551,0,5,3,6,25.595.900.000.000.000,0.84,21.500.500.000.000.000,36.166.000.000.000.000,12,17.916.999.999.999.900,39,2,1,2,1,2758.04,182.75,323782879.5,11.010.046.000.000.000,21,0,23,13.400.000.000.000.000,02. Feb,
150,71.078.999.999.999.900,710.79,34,0.00515,0.1751,0.011,0.374,,3,4,48.210.999.999.999.900,Nov 56,0,5,3,6,42.647.600.000.000.000,0.84,35.824.000.000.000.000,60.260.000.000.000.000,20,179.12,68,2,1,1,2,3717.29,304.5,539484339,13.414.010.000.000.000,19,0,23,18.999.999.999.999.900,28.399.999.999.999.900,
151,123.52,123.52,5,0.00515,0.02575,0.011,0.055,,3,4,48.210.000.000.000.000,11.554,0,6,0,3,37.056.999.999.999.900,0.84,31.127.999.999.999.900,33.590.000.000.000.000,2,15.563.999.999.999.900,10,1,1,1,1,39.950.999.999.999.900,52.920.000.000.000.000,54.852.805.170.000.000,121240.13,21,0,23,0.32,0.48,
152,111.97,111.97,4,0.00515,0.0206,0.011,0.044,,3,4,48.204.999.999.999.900,11.561.999.999.999.900,0,6,0,3,33.591.000.000.000.000,0.84,28.217.000.000.000.000,30.449.999.999.999.900,2,14.108.000.000.000.000,8,1,1,1,1,36.214.999.999.999.900,47.969.999.999.999.900,49.723.093.299.999.900,121240.13,22,0,23,0.17,0.26,
153,138.22,138.22,2,0.00515,0.0103,0.011,0.022,,3,4,48.195.999.999.999.900,11.522,0,6,0,3,41.464.999.999.999.900,0.84,348.31,37.590.000.000.000.000,2,17.415.000.000.000.000,3,2,1,1,1,43.441.000.000.000.000,59.210.000.000.000.000,61.378.628.039.999.900,124342.02,20,0,23,0.23,0.34,
154,900,900,3,0.00515,0.01545,0.011,0.033,,3,4,48.192.999.999.999.900,11.550.000.000.000.000,0,6,0,3,2700,0.84,2268,244.75,2,1134,5,1,1,1,1,29.109.200.000.000.000,385.56,399665328.5,121240.13,20,0,23,22.999.999.999.999.900,34.500.000.000.000.000,
155,191.09,191.09,1,0.00515,0.00515,0.011,0.011,,3,4,48.216.999.999.999.900,11.544,0,6,0,3,57.326.999.999.999.900,0.84,48.154.000.000.000.000,51.969.999.999.999.900,2,24.077.000.000.000.000,1,1,2,2,1,40.574.000.000.000.000,81.859.999.999.999.900,84.857.272.659.999.900,174028.28,21,0,23,0.39,0.59,
156,88.519.999.999.999.900,88.52,3,0.00515,0.01545,0.011,0.033,,3,4,48.216.999.999.999.900,11.542.999.999.999.900,0,6,0,3,265.56,0.84,22.306.999.999.999.900,24. Jul,2,11.154.000.000.000.000,5,1,1,1,1,286.31,37.920.000.000.000.000,39309753.5,121240.13,22,0,23,0.14,0.21,
157,87.439.999.999.999.900,87.44,1,0.00515,0.00515,0.011,0.011,,3,4,48.195.999.999.999.900,11.553.000.000.000.000,0,6,0,3,26.232.999.999.999.900,0.84,22.034.999.999.999.900,23.780.000.000.000.000,1,22.034.999.999.999.900,1,2,1,2,1,260.5,37.460.000.000.000.000,38830486.25,130319.06,22,0,23,0.06,0.09,
158,19.511.000.000.000.000,195.11,1,0.00515,0.00515,0.011,0.011,,3,4,48.223.999.999.999.900,11.521.000.000.000.000,0,6,0,3,58.533.000.000.000.000,0.84,49.167.000.000.000.000,53.060.000.000.000.000,2,245.84,2,1,1,1,1,63.104.999.999.999.900,83.579.999.999.999.900,86.642.479.060.000.000,121240.13,18,0,23,0.38,0.58,
159,179.12,179.12,1,0.00515,0.00515,0.011,0.011,,3,4,48.201.000.000.000.000,11.548,0,6,1,2,358.25,0.84,30.093.000.000.000.000,41.840.000.000.000.000,1,30.093.000.000.000.000,1,2,1,1,1,33.774.000.000.000.000,76.739.999.999.999.900,60.454.764.979.999.900,14.585.660.999.999.900,20,0,23,0.11,0.16,
160,138.63,138.63,2,0.00515,0.0103,0.011,0.022,,3,4,48.204.999.999.999.900,Nov 56,0,6,1,2,27.725.999.999.999.900,0.84,23.290.000.000.000.000,32.380.000.000.000.000,2,116.45,3,1,1,1,1,27.539.999.999.999.900,59.390.000.000.000.000,46.788.187.509.999.900,139752,21,0,23,0.12,0.18,
161,18.884.999.999.999.900,188.85,4,0.00515,0.0206,0.011,0.044,,3,4,48.204.999.999.999.900,Nov 56,0,6,1,2,37.770.999.999.999.900,0.84,31.726.999.999.999.900,44.109.999.999.999.900,2,15.863.999.999.999.900,7,1,2,1,1,305.81,80.900.000.000.000.000,63.738.311.780.000.000,164818.56,20,0,23,0.17,0.26,
162,71.290.000.000.000.000,71.29,1,0.00515,0.00515,0.011,0.011,,3,4,48.213.000.000.000.000,11.547.000.000.000.000,0,6,1,2,14.258.000.000.000.000,0.84,119.77,16.649.999.999.999.900,1,119.77,1,1,1,1,1,141.63,30.539.999.999.999.900,24.060.583.309.999.900,139752,18,0,23,0.02,0.03,
163,14.186.000.000.000.000,141.86,3,0.00515,0.01545,0.011,0.033,,3,4,48.204.999.999.999.900,Nov 56,0,6,1,2,28.373.000.000.000.000,0.84,23.833.000.000.000.000,33.140.000.000.000.000,2,119.16,5,1,1,2,1,28.181.999.999.999.900,60.770.000.000.000.000,47.878.878.079.999.900,139752,22,0,23,0.16,0.23,
164,97.510.000.000.000.000,97.51,2,0.00515,0.0103,0.011,0.022,,3,4,48.213.999.999.999.900,11.545,0,6,1,2,19.500.999.999.999.900,0.84,163.81,22.780.000.000.000.000,2,81.900.000.000.000.000,4,1,1,1,2,15.953.999.999.999.900,41.770.000.000.000.000,32908060.91,16.346.914.999.999.900,18,0,23,0.01,0.02,
165,17.736.000.000.000.000,177.36,1,0.00515,0.00515,0.011,0.011,,3,4,48.213.000.000.000.000,11.547.000.000.000.000,0,6,1,2,35.473.000.000.000.000,0.84,29.797.000.000.000.000,41.43,2,14.899.000.000.000.000,2,1,1,2,1,35.235.000.000.000.000,75.980.000.000.000.000,59.860.787.729.999.900,139752,19,0,23,0.02,0.04,
166,157.62,157.62,4,0.00515,0.0206,0.011,0.044,,3,4,48.201.000.000.000.000,11.547.000.000.000.000,0,6,1,2,315.25,0.84,264.81,36.82,2,13.240.000.000.000.000,7,2,1,1,1,29.719.999.999.999.900,67.530.000.000.000.000,53.198.014.619.999.900,14.585.660.999.999.900,20,0,23,0.07,0.11,
167,296.19,296.19,4,0.00515,0.0206,0.011,0.044,,3,4,48.201.999.999.999.900,11.563.000.000.000.000,0,6,2,3,88.855.999.999.999.900,0.84,74.638.999.999.999.900,99.599.999.999.999.900,8,93.299.999.999.999.900,8,1,1,2,2,62.720.000.000.000.000,126.89,12.124.372.540.000.000,16.078.185.999.999.900,18,0,23,0.76,11.399.999.999.999.900,
168,19.877.000.000.000.000,198.77,4,0.00515,0.0206,0.011,0.044,,3,4,48.203.000.000.000.000,11.563.000.000.000.000,0,6,2,3,59.632.000.000.000.000,0.84,50.091.000.000.000.000,66.840.000.000.000.000,5,10.018.000.000.000.000,8,1,1,1,1,56.711.000.000.000.000,85.150.000.000.000.000,81.367.582.950.000.000,12.474.632.000.000.000,20,0,23,0.28,0.43,
169,96.819.999.999.999.900,96.82,2,0.00515,0.0103,0.011,0.022,,3,4,48.195,11.548.999.999.999.900,0,6,2,3,29.045.999.999.999.900,0.84,24.397.999.999.999.900,32.560.000.000.000.000,2,12.198.999.999.999.900,4,1,2,1,1,18.983.000.000.000.000,41.479.999.999.999.900,39.632.485.189.999.900,171343.81,20,0,23,0.09,0.14,
170,12.996.000.000.000.000,129.96,4,0.00515,0.0206,0.011,0.044,,3,4,48.204.000.000.000.000,11.563.000.000.000.000,0,6,2,3,389.88,0.84,327.5,43.700.000.000.000.000,3,109.17,7,2,1,1,1,34.239.999.999.999.900,55.68,53.199.371.009.999.900,13.364.092.999.999.900,18,0,23,0.28,0.42,
171,20.809.999.999.999.900,208.1,7,0.00515,0.03605,0.011,0.077,,3,4,48.216.999.999.999.900,11.532,0,6,2,3,62.429.999.999.999.900,0.84,52.440.999.999.999.900,69.980.000.000.000.000,5,104.88,13,1,1,2,2,44.067.000.000.000.000,89.150.000.000.000.000,85.185.239.120.000.000,16.078.185.999.999.900,22,0,23,0.29,0.44,
172,206.28,206.28,4,0.00515,0.0206,0.011,0.044,,3,4,48.201.999.999.999.900,11.563.000.000.000.000,0,6,2,3,61.883.000.000.000.000,0.84,51.982.000.000.000.000,69.359.999.999.999.900,5,10.395.999.999.999.900,8,2,1,1,1,54.347.000.000.000.000,88.370.000.000.000.000,84.438.896.409.999.900,13.364.092.999.999.900,19,0,23,0.46,0.69,
173,21.556.999.999.999.900,215.57,4,0.00515,0.0206,0.011,0.044,,3,4,48.216.999.999.999.900,11.532,0,6,2,3,64.670.000.000.000.000,0.84,54.322.000.000.000.000,72.489.999.999.999.900,6,90.540.000.000.000.000,8,1,1,1,1,61.501.999.999.999.900,92.349.999.999.999.900,88.241.273.909.999.900,12.474.632.000.000.000,20,0,23,0.23,0.35,
174,29.332.999.999.999.900,293.33,4,0.00515,0.0206,0.011,0.044,,3,4,48.216.999.999.999.900,11.531.000.000.000.000,0,6,2,3,87.999.000.000.000.000,0.84,73.919.000.000.000.000,98.640.000.000.000.000,7,10.559.999.999.999.900,7,1,1,1,1,836.88,125.66,12.007.374.840.000.000,12.474.632.000.000.000,20,0,23,0.61,0.92,
175,52.327.999.999.999.900,523.28,7,0.00515,0.03605,0.011,0.077,,3,4,48.197.000.000.000.000,11.545.999.999.999.900,0,6,3,1,52.327.999.999.999.900,0.84,43.955.000.000.000.000,0,14,31.399.999.999.999.900,14,1,1,1,1,0,0,78.082.066.689.999.900,nan,22,0,23,0.18,0.27,
176,900,900,5,0.00515,0.02575,0.011,0.055,,3,4,48.207.999.999.999.900,11.554,0,6,3,1,900,0.84,756,0,9,84,9,1,1,1,1,0,0,134295840,nan,18,0,23,0.33,0.5,
177,67.622.000.000.000.000,676.22,5,0.00515,0.02575,0.011,0.055,,3,4,48.207.000.000.000.000,11.553.000.000.000.000,0,6,3,1,67.622.000.000.000.000,0.84,56.802.999.999.999.900,0,9,63.109.999.999.999.900,9,2,1,1,1,0,0,10.090.423.559.999.900,nan,20,0,23,0.15,0.23,
178,57.854.999.999.999.900,578.55,7,0.00515,0.03605,0.011,0.077,,3,4,48.207.999.999.999.900,11.555.999.999.999.900,0,6,3,1,57.854.999.999.999.900,0.84,48.599.000.000.000.000,0,13,37.380.000.000.000.000,13,1,2,1,1,0,0,86.330.379.829.999.900,nan,20,0,23,0.35,0.53,
179,46.626.999.999.999.900,466.27,7,0.00515,0.03605,0.011,0.077,,3,4,48.204.000.000.000.000,11.563.000.000.000.000,0,6,3,1,46.626.999.999.999.900,0.84,39.167.000.000.000.000,0,13,30.129.999.999.999.900,13,1,1,2,1,0,0,69.575.836.319.999.900,nan,20,0,23,0.4,0.59,
180,900,900,15,0.00515,0.07725,0.011,0.165,,3,4,48.204.000.000.000.000,11.563.000.000.000.000,0,6,3,1,900,0.84,756,0,25,30.239.999.999.999.900,30,1,1,1,1,0,0,134295840,nan,20,0,23,0.66,0.98,
181,16.193.000.000.000.000,161.93,1,0.00515,0.00515,0.011,0.011,,3,4,48.225.000.000.000.000,11.525,0,7,0,2,32.386.000.000.000.000,0.84,27.204.000.000.000.000,53.649.999.999.999.900,2,13.602.000.000.000.000,2,1,1,1,1,48.623.000.000.000.000,69.370.000.000.000.000,98.711.977.650.000.000,17.766.751.000.000.000,18,0,23,0.17,0.25,
182,13.371.000.000.000.000,133.71,1,0.00515,0.00515,0.011,0.011,,3,4,48.200.000.000.000.000,11.506,0,7,0,2,26.741.000.000.000.000,0.84,224.63,44.299.999.999.999.900,1,224.63,1,2,1,1,1,40.331.999.999.999.900,57.280.000.000.000.000,81.506.740.299.999.900,176958.69,19,0,23,0.16,0.23,
183,31.608.999.999.999.900,316.09,2,0.00515,0.0103,0.011,0.022,,3,4,48.207.000.000.000.000,11.509,0,7,0,2,63.217.999.999.999.900,0.84,53.102.999.999.999.900,104.73,2,26.551.999.999.999.900,3,1,1,1,1,949.13,135.41,192687127.5,17.766.751.000.000.000,21,0,23,0.4,0.6,
184,62.420.000.000.000.000,62.42,2,0.00515,0.0103,0.011,0.022,,3,4,48.207.999.999.999.900,11.503,0,7,0,2,12.484.999.999.999.900,0.84,104.87,20.68,1,104.87,3,1,1,1,1,187.44,26.739.999.999.999.900,38.053.659.060.000.000,17.766.751.000.000.000,19,0,23,0.04,0.06,
185,137.91,137.91,1,0.00515,0.00515,0.011,0.011,,3,4,48.197.000.000.000.000,11.550.000.000.000.000,0,7,0,2,275.81,0.84,23.168.000.000.000.000,45.689.999.999.999.900,2,115.84,2,1,1,1,1,41.408.999.999.999.900,59.079.999.999.999.900,84.067.681.329.999.900,17.766.751.000.000.000,19,0,23,0.09,0.13,
186,12.084.999.999.999.900,120.85,1,0.00515,0.00515,0.011,0.011,,3,4,48.209.000.000.000.000,11.503,0,7,0,2,24.171.000.000.000.000,0.84,203.03,40.039.999.999.999.900,1,203.03,1,1,1,1,1,36.288.999.999.999.900,51.770.000.000.000.000,73.672.009.239.999.900,17.766.751.000.000.000,18,0,23,0.1,0.15,
187,91.579.999.999.999.900,91.58,1,0.00515,0.00515,0.011,0.011,,3,4,48.204.999.999.999.900,11.555,0,7,0,2,183.16,0.84,15.384.999.999.999.900,30.34,1,15.384.999.999.999.900,1,1,1,2,1,26.460.000.000.000.000,39.229.999.999.999.900,55.826.008.469.999.900,183740.22,22,0,23,0.07,0.1,
188,134.09,134.09,4,0.00515,0.0206,0.011,0.044,,3,4,48.201.999.999.999.900,11.516,0,7,0,2,268.19,0.84,225.28,44.43,2,112.64,7,1,1,1,1,40.264.999.999.999.900,57.450.000.000.000.000,81.743.755.609.999.900,17.766.751.000.000.000,20,0,23,0.17,0.25,
189,345.37,345.37,2,0.00515,0.0103,0.011,0.022,,3,4,48.198.999.999.999.900,11.507.999.999.999.900,0,7,1,2,690.75,0.84,58.023.000.000.000.000,97.219.999.999.999.900,2,29.011.000.000.000.000,3,1,1,1,1,638.38,14.796.000.000.000.000,118378910.5,15.054.401.000.000.000,19,0,23,0.43,0.64,
190,103.91,103.91,2,0.00515,0.0103,0.011,0.022,,3,4,48.201.999.999.999.900,Nov 56,0,7,1,2,20.781.999.999.999.900,0.84,17.456.999.999.999.900,29.25,2,87.290.000.000.000.000,4,2,1,2,1,19.308.000.000.000.000,44.520.000.000.000.000,35.616.617.659.999.900,149904.19,20,0,23,0.11,0.16,
191,428.12,428.12,2,0.00515,0.0103,0.011,0.022,,3,4,48.198.999.999.999.900,11.507,0,7,1,2,85.624.000.000.000.000,0.84,71.924.000.000.000.000,12.051.000.000.000.000,2,359.62,3,1,1,1,1,79.133.000.000.000.000,183.41,14.674.078.090.000.000,15.054.401.000.000.000,18,0,23,0.45,0.67,
192,64.200.000.000.000.000,64.2,1,0.00515,0.00515,0.011,0.011,,3,4,48.194.000.000.000.000,11.532.999.999.999.900,0,7,1,2,12.838.999.999.999.900,0.84,10.784.999.999.999.900,18. Jul,1,10.784.999.999.999.900,1,1,1,1,1,118.66,27. May,22.003.716.960.000.000,15.054.401.000.000.000,20,0,23,0.09,0.14,
193,56.439.999.999.999.900,56.44,3,0.00515,0.01545,0.011,0.033,,3,4,48.216.999.999.999.900,11.536,0,7,1,2,112.88,0.84,94.819.999.999.999.900,15.890.000.000.000.000,1,94.819.999.999.999.900,5,1,1,1,1,10.431.999.999.999.900,24.18,19.344.554.539.999.900,15.054.401.000.000.000,18,0,23,0.07,0.1,
194,22.558.000.000.000.000,225.58,2,0.00515,0.0103,0.011,0.022,,3,4,48.210.000.000.000.000,11.539,0,7,1,2,45.116.000.000.000.000,0.84,37.897.000.000.000.000,63.5,2,18.949.000.000.000.000,4,1,1,1,2,32.170.999.999.999.900,96.640.000.000.000.000,77.318.806.670.000.000,18.482.029.999.999.900,22,0,23,0.2,0.29,
195,73.849.999.999.999.900,73.85,1,0.00515,0.00515,0.011,0.011,,3,4,48.200.000.000.000.000,11.507,0,7,1,2,14.769.999.999.999.900,0.84,12.406.999.999.999.900,20.789.999.999.999.900,2,62.030.000.000.000.000,2,1,1,2,1,136.5,31.640.000.000.000.000,25.312.070.379.999.900,15.054.401.000.000.000,21,0,23,0.04,0.07,
196,63.189.999.999.999.900,63.19,1,0.00515,0.00515,0.011,0.011,,3,4,48.201.999.999.999.900,11.561,0,7,1,2,126.38,0.84,106.16,17.789.999.999.999.900,1,106.16,1,1,2,1,1,97.540.000.000.000.000,27. Jul,21.658.834.890.000.000,17.381.779.000.000.000,22,0,23,0.11,0.17,
197,121.84,121.84,2,0.00515,0.0103,0.011,0.022,,3,4,48.215.000.000.000.000,11.553.000.000.000.000,0,7,2,3,36.550.999.999.999.900,0.84,30.702.999.999.999.900,66.069.999.999.999.900,3,102.34,3,1,1,1,1,45.191.000.000.000.000,52.189.999.999.999.900,69.731.313.859.999.900,138328.22,22,0,23,0.19,0.29,
198,81.790.000.000.000.000,81.79,1,0.00515,0.00515,0.011,0.011,,3,4,48.195,11.551,0,7,2,3,24.536.000.000.000.000,0.84,20.611.000.000.000.000,44.350.000.000.000.000,1,20.611.000.000.000.000,1,1,1,1,1,30.336.000.000.000.000,35.039.999.999.999.900,46.810.474.520.000.000,138328.22,20,0,23,0.05,0.07,
199,233.5,233.5,4,0.00515,0.0206,0.011,0.044,,3,4,48.218.000.000.000.000,11.525,0,7,2,3,700.5,0.84,58.841.999.999.999.900,126.62,6,98.069.999.999.999.900,8,1,1,1,1,86.608.000.000.000.000,100.03,133640157.3,138328.22,18,0,23,0.44,0.66,
200,95.159.999.999.999.900,95.16,2,0.00515,0.0103,0.011,0.022,,3,4,48.194.000.000.000.000,11.548.999.999.999.900,0,7,2,3,28.548.000.000.000.000,0.84,23.980.000.000.000.000,51.600.000.000.000.000,2,11.990.000.000.000.000,4,1,1,1,1,35.295.999.999.999.900,40.770.000.000.000.000,54.462.781.210.000.000,138328.22,22,0,23,0.15,0.22,
201,236.13,236.13,8,0.00515,0.0412,0.011,0.088,,3,4,48.195.999.999.999.900,11.553.000.000.000.000,0,7,2,3,708.38,0.84,59.503.999.999.999.900,12.803.999.999.999.900,6,99.170.000.000.000.000,15,1,2,1,2,41.168.000.000.000.000,101.16,135143725,26.352.477.000.000.000,18,0,23,0.35,0.52,
202,318.13,318.13,7,0.00515,0.03605,0.011,0.077,,3,4,48.194.000.000.000.000,11.548,0,7,2,3,95.439.999.999.999.900,0.84,80.169.000.000.000.000,17.250.999.999.999.900,9,89.079.999.999.999.900,14,1,1,1,1,1180,13.628.999.999.999.900,18.207.938.569.999.900,138328.22,20,0,23,0.29,0.44,
203,84.010.000.000.000.000,84.01,3,0.00515,0.01545,0.011,0.033,,3,4,48.215.000.000.000.000,11.537.000.000.000.000,0,7,2,3,25.203.999.999.999.900,0.84,21.171.000.000.000.000,45.560.000.000.000.000,2,105.86,5,1,1,2,1,30.208.999.999.999.900,35.990.000.000.000.000,48.083.966.109.999.900,14.222.629.999.999.900,22,0,23,0.12,0.18,
204,201.47,201.47,7,0.00515,0.03605,0.011,0.077,,3,4,48.194.000.000.000.000,11.550.000.000.000.000,0,7,2,3,60.440.999.999.999.900,0.84,50.770.999.999.999.900,109.25,5,10.154.000.000.000.000,13,1,1,1,1,74.727.999.999.999.900,86.310.000.000.000.000,11.530.966.109.999.900,138328.22,18,0,23,0.34,0.51,
205,77.394.000.000.000.000,773.94,20,0.00515,0.103,0.011,0.22,,3,4,48.223.999.999.999.900,11.558.999.999.999.900,0,7,3,1,77.394.000.000.000.000,0.84,65.011.000.000.000.000,0,22,29.550.000.000.000.000,40,1,1,1,1,0,0,86.412.811.379.999.900,nan,20,0,23,0.04,0.07,
206,900,900,17,0.00515,0.08755,0.011,0.187,,3,4,48.222.000.000.000.000,11.555.999.999.999.900,0,7,3,1,900,0.84,756,0,25,30.239.999.999.999.900,34,1,2,1,2,0,0,100487520,nan,20,0,23,0.39,0.58,
207,89.394.000.000.000.000,893.94,24,0.00515,0.1236,0.011,0.264,,3,4,48.222.999.999.999.900,11.555.999.999.999.900,0,7,3,1,89.394.000.000.000.000,0.84,75.090.999.999.999.900,0,25,30.039.999.999.999.900,47,2,1,1,2,0,0,99.810.914.849.999.900,nan,21,0,23,0.46,0.69,
208,63.066.999.999.999.900,630.67,35,0.00515,0.18025,0.011,0.385,,3,4,48.222.999.999.999.900,11.555,0,7,3,1,63.066.999.999.999.900,0.84,52.975.999.999.999.900,0,18,29.43,70,1,2,1,2,0,0,70.416.341.819.999.900,nan,19,0,23,0.19,0.29,
209,43.410.000.000.000.000,434.1,16,0.00515,0.0824,0.011,0.176,,3,4,48.222.000.000.000.000,11.557,0,7,3,1,43.410.000.000.000.000,0.84,36.464.999.999.999.900,0,12,30.390.000.000.000.000,32,1,1,1,1,0,0,48.468.654.060.000.000,nan,19,0,23,0.04,0.06,
210,45.656.999.999.999.900,456.57,6,0.00515,0.0309,0.011,0.066,,3,4,48.192.999.999.999.900,11.548,0,7,3,1,45.656.999.999.999.900,0.84,38.351.999.999.999.900,0,12,31.960.000.000.000.000,12,1,1,1,2,0,0,50.977.341.329.999.900,nan,20,0,23,0.24,0.35,
211,43.186.000.000.000.000,431.86,6,0.00515,0.0309,0.011,0.066,,3,4,48.195.999.999.999.900,Nov 52,0,7,3,1,43.186.000.000.000.000,0.84,36.275.999.999.999.900,0,11,32.979.999.999.999.900,11,1,1,1,1,0,0,48.218.403.909.999.900,nan,18,0,23,0.29,0.43,
212,39.726.999.999.999.900,397.27,7,0.00515,0.03605,0.011,0.077,,3,4,48.194.000.000.000.000,11.550.000.000.000.000,0,7,3,1,39.726.999.999.999.900,0.84,33.369.999.999.999.900,0,11,30.34,14,1,1,1,1,0,0,44.356.067.299.999.900,nan,21,0,23,0.15,0.23,
213,103.56,103.56,1,0.00515,0.00515,0.011,0.011,,3,4,48.225.000.000.000.000,11.515.000.000.000.000,0,8,0,2,207.12,0.84,17.397.999.999.999.900,33.539.999.999.999.900,1,17.397.999.999.999.900,1,1,1,1,1,162.03,44.369.999.999.999.900,44.878.571.649.999.900,217442.13,21,0,23,0.11,0.17,
214,10.656.999.999.999.900,106.57,2,0.00515,0.0103,0.011,0.022,,3,4,48.197.000.000.000.000,11.516.999.999.999.900,0,8,0,2,21.313.999.999.999.900,0.84,17.903.999.999.999.900,34.509.999.999.999.900,2,89.519.999.999.999.900,4,1,1,1,1,16.674.000.000.000.000,45.659.999.999.999.900,46.183.116.850.000.000,217442.13,22,0,23,0.09,0.14,
215,15.563.999.999.999.900,155.64,4,0.00515,0.0206,0.011,0.044,,3,4,48.201.999.999.999.900,11.507.999.999.999.900,0,8,0,2,31.127.999.999.999.900,0.84,26.147.000.000.000.000,50.399.999.999.999.900,2,13.074.000.000.000.000,7,1,1,1,1,24.350.999.999.999.900,66.680.000.000.000.000,67.446.696.739.999.900,217442.13,21,0,23,0.11,0.17,
216,11.101.000.000.000.000,111.01,1,0.00515,0.00515,0.011,0.011,,3,4,48.225.999.999.999.900,11.512,0,8,0,2,222.03,0.84,186.5,35.950.000.000.000.000,2,93.25,2,1,1,2,1,16.483.000.000.000.000,47.560.000.000.000.000,48108503.68,226511.87,19,0,23,0.05,0.07,
217,11.626.000.000.000.000,116.26,1,0.00515,0.00515,0.011,0.011,,3,4,48.225.999.999.999.900,11.512,0,8,0,2,23.252.000.000.000.000,0.84,19.531.999.999.999.900,37.649.999.999.999.900,1,19.531.999.999.999.900,1,1,1,1,1,18.190.000.000.000.000,49.810.000.000.000.000,50.381.831.009.999.900,217442.13,18,0,23,0.04,0.06,
218,34.851.999.999.999.900,348.52,4,0.00515,0.0206,0.011,0.044,,3,4,48.201.999.999.999.900,11.507,0,8,0,2,69.703.999.999.999.900,0.84,58.551.999.999.999.900,112.87,2,29.275.999.999.999.900,7,1,1,1,1,54.527.999.999.999.900,149.31,15.103.325.930.000.000,217442.13,20,0,23,0.54,0.81,
219,22.458.000.000.000.000,224.58,1,0.00515,0.00515,0.011,0.011,,3,4,48.195.999.999.999.900,11.548.999.999.999.900,0,8,0,2,44.917.000.000.000.000,0.84,37.730.000.000.000.000,72.730.000.000.000.000,1,37.730.000.000.000.000,1,1,1,1,1,351.37,96.209.999.999.999.900,97.324.077.709.999.900,217442.13,21,0,23,0.21,0.32,
220,95.829.999.999.999.900,95.83,1,0.00515,0.00515,0.011,0.011,,3,4,48.225.000.000.000.000,11.516.999.999.999.900,0,8,0,2,191.66,0.84,161,31.030.000.000.000.000,1,161,1,1,1,1,1,149.94,41.049.999.999.999.900,41.529.296.079.999.900,217442.13,20,0,23,0.09,0.14,
221,60.101.999.999.999.900,601.02,4,0.00515,0.0206,0.011,0.044,,3,4,48.195.999.999.999.900,11.515.000.000.000.000,0,8,1,3,18.030.699.999.999.900,0.84,15.145.799.999.999.900,21.790.000.000.000.000,2,75.728.999.999.999.900,7,1,1,1,1,98.955.999.999.999.900,25.748.000.000.000.000,22.599.069.140.000.000,18.122.223.000.000.000,20,0,23,0.41,0.61,
222,60.770.000.000.000.000,60.77,1,0.00515,0.00515,0.011,0.011,,3,4,48.213.000.000.000.000,Nov 49,0,8,1,3,182.31,0.84,15.313.999.999.999.900,22.030.000.000.000.000,1,15.313.999.999.999.900,2,1,1,1,1,100.06,26.030.000.000.000.000,22.850.744.100.000.000,18.122.223.000.000.000,21,0,23,0.08,0.13,
223,179.12,179.12,4,0.00515,0.0206,0.011,0.044,,3,4,48.201.000.000.000.000,11.547.000.000.000.000,0,8,1,3,53.736.000.000.000.000,0.84,45.138.999.999.999.900,64.939.999.999.999.900,2,225.69,7,1,1,1,1,29.492.000.000.000.000,76.739.999.999.999.900,67.351.401.980.000.000,18.122.223.000.000.000,21,0,23,0.32,0.48,
224,50.009.999.999.999.900,50.01,3,0.00515,0.01545,0.011,0.033,,3,4,48.212.000.000.000.000,11.538,0,8,1,3,15.002.000.000.000.000,0.84,126.02,18.129.999.999.999.900,1,126.02,5,1,1,2,1,82.329.999.999.999.900,21.420.000.000.000.000,18.803.045.809.999.900,18.122.223.000.000.000,21,0,23,0.08,0.12,
225,25.180.000.000.000.000,251.8,1,0.00515,0.00515,0.011,0.011,,3,4,48.216.000.000.000.000,11.491,0,8,1,3,75.540.999.999.999.900,0.84,63.454.999.999.999.900,91.290.000.000.000.000,2,31.726.999.999.999.900,1,1,1,1,1,41.457.999.999.999.900,107.87,94.680.989.549.999.900,18.122.223.000.000.000,19,0,23,0.18,0.27,
